vestiging_uri,v_status,v_content_type,v_valid_turtle,linked_onderneming,o_status,o_valid_turtle,error
https://data.vlaanderen.be/id/vestiging/2245156951,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0446281162,200,True,
https://data.vlaanderen.be/id/vestiging/2135629501,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0863664640,200,True,
https://data.vlaanderen.be/id/vestiging/2036328720,404,text/html,False,,,,HTTP 404
https://data.vlaanderen.be/id/vestiging/2068090082,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0453222107,200,True,
https://data.vlaanderen.be/id/vestiging/2274106008,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0691783808,200,True,
https://data.vlaanderen.be/id/vestiging/2067752166,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0451360596,200,True,
https://data.vlaanderen.be/id/vestiging/2067752166,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0451360596,200,True,
https://data.vlaanderen.be/id/vestiging/2239639532,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0506834304,200,True,
https://data.vlaanderen.be/id/vestiging/2010173164,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0404765360,200,True,
https://data.vlaanderen.be/id/vestiging/2028125587,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0427714768,200,True,
https://data.vlaanderen.be/id/vestiging/2021623322,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0423833976,200,True,
https://data.vlaanderen.be/id/vestiging/2154206385,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0410917140,200,True,
https://data.vlaanderen.be/id/vestiging/2003915773,404,text/html,False,,,,HTTP 404
https://data.vlaanderen.be/id/vestiging/2126488141,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0479117543,200,True,
https://data.vlaanderen.be/id/vestiging/2114604156,404,text/html,False,,,,HTTP 404
https://data.vlaanderen.be/id/vestiging/2011326672,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0415163562,200,True,
https://data.vlaanderen.be/id/vestiging/2000003606,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0403813275,200,True,
https://data.vlaanderen.be/id/vestiging/2261833825,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0671693029,200,True,
https://data.vlaanderen.be/id/vestiging/2088592815,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0464171130,200,True,
https://data.vlaanderen.be/id/vestiging/2056150966,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0445954134,200,True,
https://data.vlaanderen.be/id/vestiging/2148524660,404,text/html,False,,,,HTTP 404
https://data.vlaanderen.be/id/vestiging/2093507250,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0467493478,200,True,
https://data.vlaanderen.be/id/vestiging/2224106862,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0538643869,200,True,
https://data.vlaanderen.be/id/vestiging/2059457181,404,text/html,False,,,,HTTP 404
https://data.vlaanderen.be/id/vestiging/2084983029,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0527873109,404,False,HTTP 404
https://data.vlaanderen.be/id/vestiging/2009924924,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0414303727,200,True,
https://data.vlaanderen.be/id/vestiging/2236923829,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0566930554,200,True,
https://data.vlaanderen.be/id/vestiging/2014317638,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0417741386,200,True,
https://data.vlaanderen.be/id/vestiging/2038922578,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0406806419,200,True,
https://data.vlaanderen.be/id/vestiging/2012981414,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0416642417,200,True,
https://data.vlaanderen.be/id/vestiging/2065444556,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0451654368,200,True,
https://data.vlaanderen.be/id/vestiging/2200325432,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0833904545,200,True,
https://data.vlaanderen.be/id/vestiging/2197528961,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0834644220,200,True,
https://data.vlaanderen.be/id/vestiging/2241517768,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0628503877,200,True,
https://data.vlaanderen.be/id/vestiging/2142808192,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0412550304,200,True,
https://data.vlaanderen.be/id/vestiging/2115686301,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0469280258,200,True,
https://data.vlaanderen.be/id/vestiging/2005813807,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0404322724,200,True,
https://data.vlaanderen.be/id/vestiging/2242882993,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0629878210,200,True,
https://data.vlaanderen.be/id/vestiging/2038922281,404,text/html,False,,,,HTTP 404
https://data.vlaanderen.be/id/vestiging/2148658381,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0874767477,200,True,
https://data.vlaanderen.be/id/vestiging/2076921438,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0458038156,200,True,
https://data.vlaanderen.be/id/vestiging/2251285074,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0648880312,200,True,
https://data.vlaanderen.be/id/vestiging/2071107970,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0454643849,200,True,
https://data.vlaanderen.be/id/vestiging/2026149955,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0426693102,200,True,
https://data.vlaanderen.be/id/vestiging/2211230905,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0887263453,200,True,
https://data.vlaanderen.be/id/vestiging/2042127439,404,text/html,False,,,,HTTP 404
https://data.vlaanderen.be/id/vestiging/2126431822,200,text/turtle,True,https://data.vlaanderen.be/id/onderneming/0646653270,404,False,HTTP 404
