"o","nieuweURI"
"http://data.kbodata.be/organisation/2_117_858_903#id","https://data.vlaanderen.be/id/vestiging/2117858903"
"http://data.kbodata.be/organisation/2_209_890_028#id","https://data.vlaanderen.be/id/vestiging/2209890028"
"http://data.kbodata.be/organisation/2_018_982_546#id","https://data.vlaanderen.be/id/vestiging/2018982546"
"http://data.kbodata.be/organisation/2_018_982_546#id","https://data.vlaanderen.be/id/vestiging/2018982546"
"http://data.kbodata.be/organisation/2_023_521_354#id","https://data.vlaanderen.be/id/vestiging/2023521354"
"http://data.kbodata.be/organisation/2_051_920_974#id","https://data.vlaanderen.be/id/vestiging/2051920974"
"http://data.kbodata.be/organisation/2_221_868_043#id","https://data.vlaanderen.be/id/vestiging/2221868043"
"http://data.kbodata.be/organisation/2_240_293_786#id","https://data.vlaanderen.be/id/vestiging/2240293786"
"http://data.kbodata.be/organisation/2_182_415_371#id","https://data.vlaanderen.be/id/vestiging/2182415371"
"http://data.kbodata.be/organisation/2_029_509_323#id","https://data.vlaanderen.be/id/vestiging/2029509323"
"http://data.kbodata.be/organisation/2_143_736_622#id","https://data.vlaanderen.be/id/vestiging/2143736622"
"http://data.kbodata.be/organisation/2_004_281_108#id","https://data.vlaanderen.be/id/vestiging/2004281108"
"http://data.kbodata.be/organisation/2_135_941_384#id","https://data.vlaanderen.be/id/vestiging/2135941384"
"http://data.kbodata.be/organisation/2_205_455_940#id","https://data.vlaanderen.be/id/vestiging/2205455940"
"http://data.kbodata.be/organisation/2_210_945_447#id","https://data.vlaanderen.be/id/vestiging/2210945447"
"http://data.kbodata.be/organisation/2_164_233_613#id","https://data.vlaanderen.be/id/vestiging/2164233613"
"http://data.kbodata.be/organisation/2_197_826_295#id","https://data.vlaanderen.be/id/vestiging/2197826295"
"http://data.kbodata.be/organisation/2_197_826_295#id","https://data.vlaanderen.be/id/vestiging/2197826295"
"http://data.kbodata.be/organisation/2_021_931_544#id","https://data.vlaanderen.be/id/vestiging/2021931544"
"http://data.kbodata.be/organisation/2_021_931_544#id","https://data.vlaanderen.be/id/vestiging/2021931544"
"http://data.kbodata.be/organisation/2_217_856_993#id","https://data.vlaanderen.be/id/vestiging/2217856993"
"http://data.kbodata.be/organisation/2_078_252_912#id","https://data.vlaanderen.be/id/vestiging/2078252912"
"http://data.kbodata.be/organisation/2_090_167_876#id","https://data.vlaanderen.be/id/vestiging/2090167876"
"http://data.kbodata.be/organisation/2_154_672_282#id","https://data.vlaanderen.be/id/vestiging/2154672282"
"http://data.kbodata.be/organisation/2_154_672_282#id","https://data.vlaanderen.be/id/vestiging/2154672282"
"http://data.kbodata.be/organisation/2_074_916_211#id","https://data.vlaanderen.be/id/vestiging/2074916211"
"http://data.kbodata.be/organisation/2_023_520_364#id","https://data.vlaanderen.be/id/vestiging/2023520364"
"http://data.kbodata.be/organisation/2_023_520_364#id","https://data.vlaanderen.be/id/vestiging/2023520364"
"http://data.kbodata.be/organisation/2_226_180_880#id","https://data.vlaanderen.be/id/vestiging/2226180880"
"http://data.kbodata.be/organisation/2_041_314_025#id","https://data.vlaanderen.be/id/vestiging/2041314025"
"http://data.kbodata.be/organisation/2_041_314_025#id","https://data.vlaanderen.be/id/vestiging/2041314025"
"http://data.kbodata.be/organisation/2_119_916_390#id","https://data.vlaanderen.be/id/vestiging/2119916390"
"http://data.kbodata.be/organisation/2_050_155_772#id","https://data.vlaanderen.be/id/vestiging/2050155772"
"http://data.kbodata.be/organisation/2_193_839_595#id","https://data.vlaanderen.be/id/vestiging/2193839595"
"http://data.kbodata.be/organisation/2_102_860_624#id","https://data.vlaanderen.be/id/vestiging/2102860624"
"http://data.kbodata.be/organisation/2_102_860_624#id","https://data.vlaanderen.be/id/vestiging/2102860624"
"http://data.kbodata.be/organisation/2_257_443_386#id","https://data.vlaanderen.be/id/vestiging/2257443386"
"http://data.kbodata.be/organisation/2_257_443_386#id","https://data.vlaanderen.be/id/vestiging/2257443386"
"http://data.kbodata.be/organisation/2_225_478_918#id","https://data.vlaanderen.be/id/vestiging/2225478918"
"http://data.kbodata.be/organisation/2_000_038_644#id","https://data.vlaanderen.be/id/vestiging/2000038644"
"http://data.kbodata.be/organisation/2_000_038_644#id","https://data.vlaanderen.be/id/vestiging/2000038644"
"http://data.kbodata.be/organisation/2_252_426_409#id","https://data.vlaanderen.be/id/vestiging/2252426409"
"http://data.kbodata.be/organisation/2_046_523_915#id","https://data.vlaanderen.be/id/vestiging/2046523915"
"http://data.kbodata.be/organisation/2_006_808_749#id","https://data.vlaanderen.be/id/vestiging/2006808749"
"http://data.kbodata.be/organisation/2_006_808_749#id","https://data.vlaanderen.be/id/vestiging/2006808749"
"http://data.kbodata.be/organisation/2_225_990_345#id","https://data.vlaanderen.be/id/vestiging/2225990345"
"http://data.kbodata.be/organisation/2_157_538_831#id","https://data.vlaanderen.be/id/vestiging/2157538831"
"http://data.kbodata.be/organisation/2_158_878_223#id","https://data.vlaanderen.be/id/vestiging/2158878223"
"http://data.kbodata.be/organisation/2_201_193_284#id","https://data.vlaanderen.be/id/vestiging/2201193284"
"http://data.kbodata.be/organisation/2_153_142_751#id","https://data.vlaanderen.be/id/vestiging/2153142751"
"http://data.kbodata.be/organisation/2_153_142_751#id","https://data.vlaanderen.be/id/vestiging/2153142751"
"http://data.kbodata.be/organisation/2_002_399_704#id","https://data.vlaanderen.be/id/vestiging/2002399704"
"http://data.kbodata.be/organisation/2_002_399_704#id","https://data.vlaanderen.be/id/vestiging/2002399704"
"http://data.kbodata.be/organisation/2_212_513_382#id","https://data.vlaanderen.be/id/vestiging/2212513382"
"http://data.kbodata.be/organisation/2_185_473_148#id","https://data.vlaanderen.be/id/vestiging/2185473148"
"http://data.kbodata.be/organisation/2_155_074_437#id","https://data.vlaanderen.be/id/vestiging/2155074437"
"http://data.kbodata.be/organisation/2_203_110_718#id","https://data.vlaanderen.be/id/vestiging/2203110718"
"http://data.kbodata.be/organisation/2_058_829_057#id","https://data.vlaanderen.be/id/vestiging/2058829057"
"http://data.kbodata.be/organisation/2_218_128_692#id","https://data.vlaanderen.be/id/vestiging/2218128692"
"http://data.kbodata.be/organisation/2_041_990_748#id","https://data.vlaanderen.be/id/vestiging/2041990748"
"http://data.kbodata.be/organisation/2_095_825_550#id","https://data.vlaanderen.be/id/vestiging/2095825550"
"http://data.kbodata.be/organisation/2_188_566_062#id","https://data.vlaanderen.be/id/vestiging/2188566062"
"http://data.kbodata.be/organisation/2_206_881_147#id","https://data.vlaanderen.be/id/vestiging/2206881147"
"http://data.kbodata.be/organisation/2_216_901_148#id","https://data.vlaanderen.be/id/vestiging/2216901148"
"http://data.kbodata.be/organisation/2_175_447_308#id","https://data.vlaanderen.be/id/vestiging/2175447308"
"http://data.kbodata.be/organisation/2_217_568_369#id","https://data.vlaanderen.be/id/vestiging/2217568369"
"http://data.kbodata.be/organisation/2_269_902_542#id","https://data.vlaanderen.be/id/vestiging/2269902542"
"http://data.kbodata.be/organisation/2_055_854_919#id","https://data.vlaanderen.be/id/vestiging/2055854919"
"http://data.kbodata.be/organisation/2_055_854_919#id","https://data.vlaanderen.be/id/vestiging/2055854919"
"http://data.kbodata.be/organisation/2_004_634_563#id","https://data.vlaanderen.be/id/vestiging/2004634563"
"http://data.kbodata.be/organisation/2_195_690_713#id","https://data.vlaanderen.be/id/vestiging/2195690713"
"http://data.kbodata.be/organisation/2_045_375_355#id","https://data.vlaanderen.be/id/vestiging/2045375355"
"http://data.kbodata.be/organisation/2_272_086_428#id","https://data.vlaanderen.be/id/vestiging/2272086428"
"http://data.kbodata.be/organisation/2_005_527_854#id","https://data.vlaanderen.be/id/vestiging/2005527854"
"http://data.kbodata.be/organisation/2_255_626_320#id","https://data.vlaanderen.be/id/vestiging/2255626320"
"http://data.kbodata.be/organisation/2_235_806_646#id","https://data.vlaanderen.be/id/vestiging/2235806646"
"http://data.kbodata.be/organisation/2_196_718_616#id","https://data.vlaanderen.be/id/vestiging/2196718616"
"http://data.kbodata.be/organisation/2_208_279_333#id","https://data.vlaanderen.be/id/vestiging/2208279333"
"http://data.kbodata.be/organisation/2_060_484_787#id","https://data.vlaanderen.be/id/vestiging/2060484787"
"http://data.kbodata.be/organisation/2_102_781_242#id","https://data.vlaanderen.be/id/vestiging/2102781242"
"http://data.kbodata.be/organisation/2_102_781_242#id","https://data.vlaanderen.be/id/vestiging/2102781242"
"http://data.kbodata.be/organisation/2_006_065_512#id","https://data.vlaanderen.be/id/vestiging/2006065512"
"http://data.kbodata.be/organisation/2_099_532_138#id","https://data.vlaanderen.be/id/vestiging/2099532138"
"http://data.kbodata.be/organisation/2_005_411_355#id","https://data.vlaanderen.be/id/vestiging/2005411355"
"http://data.kbodata.be/organisation/2_151_882_939#id","https://data.vlaanderen.be/id/vestiging/2151882939"
"http://data.kbodata.be/organisation/2_257_141_203#id","https://data.vlaanderen.be/id/vestiging/2257141203"
"http://data.kbodata.be/organisation/2_232_667_212#id","https://data.vlaanderen.be/id/vestiging/2232667212"
"http://data.kbodata.be/organisation/2_153_770_281#id","https://data.vlaanderen.be/id/vestiging/2153770281"
"http://data.kbodata.be/organisation/2_049_979_291#id","https://data.vlaanderen.be/id/vestiging/2049979291"
"http://data.kbodata.be/organisation/2_017_093_719#id","https://data.vlaanderen.be/id/vestiging/2017093719"
"http://data.kbodata.be/organisation/2_232_548_337#id","https://data.vlaanderen.be/id/vestiging/2232548337"
"http://data.kbodata.be/organisation/2_232_548_040#id","https://data.vlaanderen.be/id/vestiging/2232548040"
"http://data.kbodata.be/organisation/2_237_930_946#id","https://data.vlaanderen.be/id/vestiging/2237930946"
"http://data.kbodata.be/organisation/2_204_980_541#id","https://data.vlaanderen.be/id/vestiging/2204980541"
"http://data.kbodata.be/organisation/2_214_310_951#id","https://data.vlaanderen.be/id/vestiging/2214310951"
"http://data.kbodata.be/organisation/2_116_599_782#id","https://data.vlaanderen.be/id/vestiging/2116599782"
"http://data.kbodata.be/organisation/2_116_599_782#id","https://data.vlaanderen.be/id/vestiging/2116599782"
"http://data.kbodata.be/organisation/2_196_054_363#id","https://data.vlaanderen.be/id/vestiging/2196054363"
"http://data.kbodata.be/organisation/2_093_059_961#id","https://data.vlaanderen.be/id/vestiging/2093059961"
"http://data.kbodata.be/organisation/2_067_154_825#id","https://data.vlaanderen.be/id/vestiging/2067154825"
"http://data.kbodata.be/organisation/2_183_681_915#id","https://data.vlaanderen.be/id/vestiging/2183681915"
"http://data.kbodata.be/organisation/2_097_285_597#id","https://data.vlaanderen.be/id/vestiging/2097285597"
"http://data.kbodata.be/organisation/2_097_285_597#id","https://data.vlaanderen.be/id/vestiging/2097285597"
"http://data.kbodata.be/organisation/2_211_694_921#id","https://data.vlaanderen.be/id/vestiging/2211694921"
"http://data.kbodata.be/organisation/2_039_475_082#id","https://data.vlaanderen.be/id/vestiging/2039475082"
"http://data.kbodata.be/organisation/2_039_475_082#id","https://data.vlaanderen.be/id/vestiging/2039475082"
"http://data.kbodata.be/organisation/2_028_680_566#id","https://data.vlaanderen.be/id/vestiging/2028680566"
"http://data.kbodata.be/organisation/2_147_688_777#id","https://data.vlaanderen.be/id/vestiging/2147688777"
"http://data.kbodata.be/organisation/2_147_688_777#id","https://data.vlaanderen.be/id/vestiging/2147688777"
"http://data.kbodata.be/organisation/2_221_994_836#id","https://data.vlaanderen.be/id/vestiging/2221994836"
"http://data.kbodata.be/organisation/2_230_252_803#id","https://data.vlaanderen.be/id/vestiging/2230252803"
"http://data.kbodata.be/organisation/2_230_252_803#id","https://data.vlaanderen.be/id/vestiging/2230252803"
"http://data.kbodata.be/organisation/2_196_816_111#id","https://data.vlaanderen.be/id/vestiging/2196816111"
"http://data.kbodata.be/organisation/2_227_790_090#id","https://data.vlaanderen.be/id/vestiging/2227790090"
"http://data.kbodata.be/organisation/2_192_656_096#id","https://data.vlaanderen.be/id/vestiging/2192656096"
"http://data.kbodata.be/organisation/2_143_284_779#id","https://data.vlaanderen.be/id/vestiging/2143284779"
"http://data.kbodata.be/organisation/2_142_943_695#id","https://data.vlaanderen.be/id/vestiging/2142943695"
"http://data.kbodata.be/organisation/2_142_943_695#id","https://data.vlaanderen.be/id/vestiging/2142943695"
"http://data.kbodata.be/organisation/2_142_943_794#id","https://data.vlaanderen.be/id/vestiging/2142943794"
"http://data.kbodata.be/organisation/2_142_943_794#id","https://data.vlaanderen.be/id/vestiging/2142943794"
"http://data.kbodata.be/organisation/2_040_460_029#id","https://data.vlaanderen.be/id/vestiging/2040460029"
"http://data.kbodata.be/organisation/2_025_094_833#id","https://data.vlaanderen.be/id/vestiging/2025094833"
"http://data.kbodata.be/organisation/2_008_944_333#id","https://data.vlaanderen.be/id/vestiging/2008944333"
"http://data.kbodata.be/organisation/2_058_058_896#id","https://data.vlaanderen.be/id/vestiging/2058058896"
"http://data.kbodata.be/organisation/2_261_976_454#id","https://data.vlaanderen.be/id/vestiging/2261976454"
"http://data.kbodata.be/organisation/2_206_539_766#id","https://data.vlaanderen.be/id/vestiging/2206539766"
"http://data.kbodata.be/organisation/2_073_462_496#id","https://data.vlaanderen.be/id/vestiging/2073462496"
"http://data.kbodata.be/organisation/2_001_121_480#id","https://data.vlaanderen.be/id/vestiging/2001121480"
"http://data.kbodata.be/organisation/2_001_121_480#id","https://data.vlaanderen.be/id/vestiging/2001121480"
"http://data.kbodata.be/organisation/2_004_786_496#id","https://data.vlaanderen.be/id/vestiging/2004786496"
"http://data.kbodata.be/organisation/2_007_113_409#id","https://data.vlaanderen.be/id/vestiging/2007113409"
"http://data.kbodata.be/organisation/2_007_113_409#id","https://data.vlaanderen.be/id/vestiging/2007113409"
"http://data.kbodata.be/organisation/2_216_888_577#id","https://data.vlaanderen.be/id/vestiging/2216888577"
"http://data.kbodata.be/organisation/2_003_034_657#id","https://data.vlaanderen.be/id/vestiging/2003034657"
"http://data.kbodata.be/organisation/2_195_996_361#id","https://data.vlaanderen.be/id/vestiging/2195996361"
"http://data.kbodata.be/organisation/2_078_108_006#id","https://data.vlaanderen.be/id/vestiging/2078108006"
"http://data.kbodata.be/organisation/2_319_423_121#id","https://data.vlaanderen.be/id/vestiging/2319423121"
"http://data.kbodata.be/organisation/2_030_112_901#id","https://data.vlaanderen.be/id/vestiging/2030112901"
"http://data.kbodata.be/organisation/2_008_982_143#id","https://data.vlaanderen.be/id/vestiging/2008982143"
"http://data.kbodata.be/organisation/2_008_982_143#id","https://data.vlaanderen.be/id/vestiging/2008982143"
"http://data.kbodata.be/organisation/2_023_866_495#id","https://data.vlaanderen.be/id/vestiging/2023866495"
"http://data.kbodata.be/organisation/2_242_714_531#id","https://data.vlaanderen.be/id/vestiging/2242714531"
"http://data.kbodata.be/organisation/2_035_597_854#id","https://data.vlaanderen.be/id/vestiging/2035597854"
"http://data.kbodata.be/organisation/2_249_290_636#id","https://data.vlaanderen.be/id/vestiging/2249290636"
"http://data.kbodata.be/organisation/2_006_103_718#id","https://data.vlaanderen.be/id/vestiging/2006103718"
"http://data.kbodata.be/organisation/2_005_463_320#id","https://data.vlaanderen.be/id/vestiging/2005463320"
"http://data.kbodata.be/organisation/2_005_463_320#id","https://data.vlaanderen.be/id/vestiging/2005463320"
"http://data.kbodata.be/organisation/2_033_021_614#id","https://data.vlaanderen.be/id/vestiging/2033021614"
"http://data.kbodata.be/organisation/2_033_021_614#id","https://data.vlaanderen.be/id/vestiging/2033021614"
"http://data.kbodata.be/organisation/2_095_453_386#id","https://data.vlaanderen.be/id/vestiging/2095453386"
"http://data.kbodata.be/organisation/2_199_877_054#id","https://data.vlaanderen.be/id/vestiging/2199877054"
"http://data.kbodata.be/organisation/2_143_815_707#id","https://data.vlaanderen.be/id/vestiging/2143815707"
"http://data.kbodata.be/organisation/2_143_815_707#id","https://data.vlaanderen.be/id/vestiging/2143815707"
"http://data.kbodata.be/organisation/2_272_398_115#id","https://data.vlaanderen.be/id/vestiging/2272398115"
"http://data.kbodata.be/organisation/2_147_842_393#id","https://data.vlaanderen.be/id/vestiging/2147842393"
"http://data.kbodata.be/organisation/2_004_764_227#id","https://data.vlaanderen.be/id/vestiging/2004764227"
"http://data.kbodata.be/organisation/2_004_764_227#id","https://data.vlaanderen.be/id/vestiging/2004764227"
"http://data.kbodata.be/organisation/2_143_098_402#id","https://data.vlaanderen.be/id/vestiging/2143098402"
"http://data.kbodata.be/organisation/2_070_769_361#id","https://data.vlaanderen.be/id/vestiging/2070769361"
"http://data.kbodata.be/organisation/2_147_940_185#id","https://data.vlaanderen.be/id/vestiging/2147940185"
"http://data.kbodata.be/organisation/2_147_940_185#id","https://data.vlaanderen.be/id/vestiging/2147940185"
"http://data.kbodata.be/organisation/2_203_794_171#id","https://data.vlaanderen.be/id/vestiging/2203794171"
"http://data.kbodata.be/organisation/2_159_499_815#id","https://data.vlaanderen.be/id/vestiging/2159499815"
"http://data.kbodata.be/organisation/2_116_722_617#id","https://data.vlaanderen.be/id/vestiging/2116722617"
"http://data.kbodata.be/organisation/2_116_722_617#id","https://data.vlaanderen.be/id/vestiging/2116722617"
"http://data.kbodata.be/organisation/2_183_133_963#id","https://data.vlaanderen.be/id/vestiging/2183133963"
"http://data.kbodata.be/organisation/2_183_133_963#id","https://data.vlaanderen.be/id/vestiging/2183133963"
"http://data.kbodata.be/organisation/2_183_133_765#id","https://data.vlaanderen.be/id/vestiging/2183133765"
"http://data.kbodata.be/organisation/2_183_133_765#id","https://data.vlaanderen.be/id/vestiging/2183133765"
"http://data.kbodata.be/organisation/2_145_399_181#id","https://data.vlaanderen.be/id/vestiging/2145399181"
"http://data.kbodata.be/organisation/2_145_399_181#id","https://data.vlaanderen.be/id/vestiging/2145399181"
"http://data.kbodata.be/organisation/2_044_393_576#id","https://data.vlaanderen.be/id/vestiging/2044393576"
"http://data.kbodata.be/organisation/2_044_393_576#id","https://data.vlaanderen.be/id/vestiging/2044393576"
"http://data.kbodata.be/organisation/2_040_470_125#id","https://data.vlaanderen.be/id/vestiging/2040470125"
"http://data.kbodata.be/organisation/2_040_470_125#id","https://data.vlaanderen.be/id/vestiging/2040470125"
"http://data.kbodata.be/organisation/2_033_266_290#id","https://data.vlaanderen.be/id/vestiging/2033266290"
"http://data.kbodata.be/organisation/2_231_529_936#id","https://data.vlaanderen.be/id/vestiging/2231529936"
"http://data.kbodata.be/organisation/2_209_758_483#id","https://data.vlaanderen.be/id/vestiging/2209758483"
"http://data.kbodata.be/organisation/2_002_814_230#id","https://data.vlaanderen.be/id/vestiging/2002814230"
"http://data.kbodata.be/organisation/2_002_814_230#id","https://data.vlaanderen.be/id/vestiging/2002814230"
"http://data.kbodata.be/organisation/2_157_894_662#id","https://data.vlaanderen.be/id/vestiging/2157894662"
"http://data.kbodata.be/organisation/2_157_894_662#id","https://data.vlaanderen.be/id/vestiging/2157894662"
"http://data.kbodata.be/organisation/2_005_379_087#id","https://data.vlaanderen.be/id/vestiging/2005379087"
"http://data.kbodata.be/organisation/2_020_188_019#id","https://data.vlaanderen.be/id/vestiging/2020188019"
"http://data.kbodata.be/organisation/2_166_700_381#id","https://data.vlaanderen.be/id/vestiging/2166700381"
"http://data.kbodata.be/organisation/2_076_520_867#id","https://data.vlaanderen.be/id/vestiging/2076520867"
"http://data.kbodata.be/organisation/2_275_764_411#id","https://data.vlaanderen.be/id/vestiging/2275764411"
"http://data.kbodata.be/organisation/2_211_307_812#id","https://data.vlaanderen.be/id/vestiging/2211307812"
"http://data.kbodata.be/organisation/2_027_810_734#id","https://data.vlaanderen.be/id/vestiging/2027810734"
"http://data.kbodata.be/organisation/2_200_549_720#id","https://data.vlaanderen.be/id/vestiging/2200549720"
"http://data.kbodata.be/organisation/2_011_228_484#id","https://data.vlaanderen.be/id/vestiging/2011228484"
"http://data.kbodata.be/organisation/2_011_228_484#id","https://data.vlaanderen.be/id/vestiging/2011228484"
"http://data.kbodata.be/organisation/2_297_499_933#id","https://data.vlaanderen.be/id/vestiging/2297499933"
"http://data.kbodata.be/organisation/2_225_657_179#id","https://data.vlaanderen.be/id/vestiging/2225657179"
"http://data.kbodata.be/organisation/2_198_758_683#id","https://data.vlaanderen.be/id/vestiging/2198758683"
"http://data.kbodata.be/organisation/2_190_292_365#id","https://data.vlaanderen.be/id/vestiging/2190292365"
"http://data.kbodata.be/organisation/2_201_182_495#id","https://data.vlaanderen.be/id/vestiging/2201182495"
"http://data.kbodata.be/organisation/2_144_562_508#id","https://data.vlaanderen.be/id/vestiging/2144562508"
"http://data.kbodata.be/organisation/2_144_562_508#id","https://data.vlaanderen.be/id/vestiging/2144562508"
"http://data.kbodata.be/organisation/2_205_083_875#id","https://data.vlaanderen.be/id/vestiging/2205083875"
"http://data.kbodata.be/organisation/2_047_048_012#id","https://data.vlaanderen.be/id/vestiging/2047048012"
"http://data.kbodata.be/organisation/2_047_048_012#id","https://data.vlaanderen.be/id/vestiging/2047048012"
"http://data.kbodata.be/organisation/2_012_802_953#id","https://data.vlaanderen.be/id/vestiging/2012802953"
"http://data.kbodata.be/organisation/2_159_452_996#id","https://data.vlaanderen.be/id/vestiging/2159452996"
"http://data.kbodata.be/organisation/2_159_452_996#id","https://data.vlaanderen.be/id/vestiging/2159452996"
"http://data.kbodata.be/organisation/2_051_162_790#id","https://data.vlaanderen.be/id/vestiging/2051162790"
"http://data.kbodata.be/organisation/2_050_284_149#id","https://data.vlaanderen.be/id/vestiging/2050284149"
"http://data.kbodata.be/organisation/2_142_943_301#id","https://data.vlaanderen.be/id/vestiging/2142943301"
"http://data.kbodata.be/organisation/2_142_943_301#id","https://data.vlaanderen.be/id/vestiging/2142943301"
"http://data.kbodata.be/organisation/2_156_726_407#id","https://data.vlaanderen.be/id/vestiging/2156726407"
"http://data.kbodata.be/organisation/2_156_726_407#id","https://data.vlaanderen.be/id/vestiging/2156726407"
"http://data.kbodata.be/organisation/2_150_452_782#id","https://data.vlaanderen.be/id/vestiging/2150452782"
"http://data.kbodata.be/organisation/2_031_676_480#id","https://data.vlaanderen.be/id/vestiging/2031676480"
"http://data.kbodata.be/organisation/2_067_555_592#id","https://data.vlaanderen.be/id/vestiging/2067555592"
"http://data.kbodata.be/organisation/2_241_155_603#id","https://data.vlaanderen.be/id/vestiging/2241155603"
"http://data.kbodata.be/organisation/2_189_739_465#id","https://data.vlaanderen.be/id/vestiging/2189739465"
"http://data.kbodata.be/organisation/2_189_740_158#id","https://data.vlaanderen.be/id/vestiging/2189740158"
"http://data.kbodata.be/organisation/2_189_740_653#id","https://data.vlaanderen.be/id/vestiging/2189740653"
"http://data.kbodata.be/organisation/2_102_050_673#id","https://data.vlaanderen.be/id/vestiging/2102050673"
"http://data.kbodata.be/organisation/2_102_050_673#id","https://data.vlaanderen.be/id/vestiging/2102050673"
"http://data.kbodata.be/organisation/2_207_157_202#id","https://data.vlaanderen.be/id/vestiging/2207157202"
"http://data.kbodata.be/organisation/2_207_157_202#id","https://data.vlaanderen.be/id/vestiging/2207157202"
"http://data.kbodata.be/organisation/2_027_180_135#id","https://data.vlaanderen.be/id/vestiging/2027180135"
"http://data.kbodata.be/organisation/2_241_343_069#id","https://data.vlaanderen.be/id/vestiging/2241343069"
"http://data.kbodata.be/organisation/2_066_915_392#id","https://data.vlaanderen.be/id/vestiging/2066915392"
"http://data.kbodata.be/organisation/2_223_446_767#id","https://data.vlaanderen.be/id/vestiging/2223446767"
"http://data.kbodata.be/organisation/2_223_509_818#id","https://data.vlaanderen.be/id/vestiging/2223509818"
"http://data.kbodata.be/organisation/2_236_790_603#id","https://data.vlaanderen.be/id/vestiging/2236790603"
"http://data.kbodata.be/organisation/2_294_369_407#id","https://data.vlaanderen.be/id/vestiging/2294369407"
"http://data.kbodata.be/organisation/2_294_369_407#id","https://data.vlaanderen.be/id/vestiging/2294369407"
"http://data.kbodata.be/organisation/2_066_838_089#id","https://data.vlaanderen.be/id/vestiging/2066838089"
"http://data.kbodata.be/organisation/2_178_171_721#id","https://data.vlaanderen.be/id/vestiging/2178171721"
"http://data.kbodata.be/organisation/2_178_171_721#id","https://data.vlaanderen.be/id/vestiging/2178171721"
"http://data.kbodata.be/organisation/2_205_063_683#id","https://data.vlaanderen.be/id/vestiging/2205063683"
"http://data.kbodata.be/organisation/2_297_470_536#id","https://data.vlaanderen.be/id/vestiging/2297470536"
"http://data.kbodata.be/organisation/2_009_400_332#id","https://data.vlaanderen.be/id/vestiging/2009400332"
"http://data.kbodata.be/organisation/2_166_107_790#id","https://data.vlaanderen.be/id/vestiging/2166107790"
"http://data.kbodata.be/organisation/2_228_166_412#id","https://data.vlaanderen.be/id/vestiging/2228166412"
"http://data.kbodata.be/organisation/2_047_089_384#id","https://data.vlaanderen.be/id/vestiging/2047089384"
"http://data.kbodata.be/organisation/2_284_909_234#id","https://data.vlaanderen.be/id/vestiging/2284909234"
"http://data.kbodata.be/organisation/2_152_298_158#id","https://data.vlaanderen.be/id/vestiging/2152298158"
"http://data.kbodata.be/organisation/2_217_162_652#id","https://data.vlaanderen.be/id/vestiging/2217162652"
"http://data.kbodata.be/organisation/2_026_495_888#id","https://data.vlaanderen.be/id/vestiging/2026495888"
"http://data.kbodata.be/organisation/2_026_495_888#id","https://data.vlaanderen.be/id/vestiging/2026495888"
"http://data.kbodata.be/organisation/2_060_772_126#id","https://data.vlaanderen.be/id/vestiging/2060772126"
"http://data.kbodata.be/organisation/2_060_772_126#id","https://data.vlaanderen.be/id/vestiging/2060772126"
"http://data.kbodata.be/organisation/2_223_713_023#id","https://data.vlaanderen.be/id/vestiging/2223713023"
"http://data.kbodata.be/organisation/2_102_711_263#id","https://data.vlaanderen.be/id/vestiging/2102711263"
"http://data.kbodata.be/organisation/2_102_711_263#id","https://data.vlaanderen.be/id/vestiging/2102711263"
"http://data.kbodata.be/organisation/2_175_228_463#id","https://data.vlaanderen.be/id/vestiging/2175228463"
"http://data.kbodata.be/organisation/2_102_025_236#id","https://data.vlaanderen.be/id/vestiging/2102025236"
"http://data.kbodata.be/organisation/2_102_025_236#id","https://data.vlaanderen.be/id/vestiging/2102025236"
"http://data.kbodata.be/organisation/2_163_739_012#id","https://data.vlaanderen.be/id/vestiging/2163739012"
"http://data.kbodata.be/organisation/2_163_739_012#id","https://data.vlaanderen.be/id/vestiging/2163739012"
"http://data.kbodata.be/organisation/2_158_295_134#id","https://data.vlaanderen.be/id/vestiging/2158295134"
"http://data.kbodata.be/organisation/2_006_675_028#id","https://data.vlaanderen.be/id/vestiging/2006675028"
"http://data.kbodata.be/organisation/2_006_675_028#id","https://data.vlaanderen.be/id/vestiging/2006675028"
"http://data.kbodata.be/organisation/2_154_400_286#id","https://data.vlaanderen.be/id/vestiging/2154400286"
"http://data.kbodata.be/organisation/2_019_851_784#id","https://data.vlaanderen.be/id/vestiging/2019851784"
"http://data.kbodata.be/organisation/2_044_326_963#id","https://data.vlaanderen.be/id/vestiging/2044326963"
"http://data.kbodata.be/organisation/2_044_326_963#id","https://data.vlaanderen.be/id/vestiging/2044326963"
"http://data.kbodata.be/organisation/2_221_761_046#id","https://data.vlaanderen.be/id/vestiging/2221761046"
"http://data.kbodata.be/organisation/2_166_873_496#id","https://data.vlaanderen.be/id/vestiging/2166873496"
"http://data.kbodata.be/organisation/2_196_806_609#id","https://data.vlaanderen.be/id/vestiging/2196806609"
"http://data.kbodata.be/organisation/2_024_135_127#id","https://data.vlaanderen.be/id/vestiging/2024135127"
"http://data.kbodata.be/organisation/2_024_135_127#id","https://data.vlaanderen.be/id/vestiging/2024135127"
"http://data.kbodata.be/organisation/2_152_321_221#id","https://data.vlaanderen.be/id/vestiging/2152321221"
"http://data.kbodata.be/organisation/2_196_986_355#id","https://data.vlaanderen.be/id/vestiging/2196986355"
"http://data.kbodata.be/organisation/2_089_695_447#id","https://data.vlaanderen.be/id/vestiging/2089695447"
